title,price,categoryName,address,neighborhood,street,city,postalCode,state,countryCode,website,phone,phoneUnformatted,claimThisBusiness,location,totalScore,permanentlyClosed,temporarilyClosed,placeId,categories,fid,cid,reviewsCount,imagesCount,imageCategories,scrapedAt,googleFoodUrl,hotelAds,openingHours,peopleAlsoSearch,placesTags,reviewsTags,additionalInfo,gasPrices,url,searchPageUrl,searchString,language,rank,isAdvertisement,imageUrl,kgmid,search_service,search_metro,batch_number,scraped_timestamp,reviewsDistribution,additionalOpeningHours,isExternalServicePlace,externalId,description,reserveTableUrl
"Dilling Heating, Cooling, Plumbing & Electrical",,HVAC contractor,"4404 Stuart Andrew Blvd # A, Charlotte, NC 28217",Clanton Park/Roseland,4404 Stuart Andrew Blvd # A,Charlotte,28217,North Carolina,US,https://dillingnc.com/areas-served/charlotte-nc/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*78*dilling-heating-charlotte,(704) 834-1027,+17048341027,False,"{'lat': 35.187877, 'lng': -80.8903349}",4.9,False,False,ChIJWyTCMwPoVogR0soLjkIGbJ8,"['HVAC contractor', 'Air conditioning contractor', 'Contractor', 'Electrician', 'Heating contractor', 'Plumber']",0x8856e80333c2245b:0x9f6c06428e0bcad2,11487563632436038354,5535.0,679.0,[],2026-03-02T07:56:39.670Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}, {'English': True}], 'Accessibility': [{'Wheelchair accessible restroom': True}, {'Wheelchair accessible seating': True}], 'Offerings': [{'Installation service': True}, {'Repair services': True}], 'Amenities': [{'Gender-neutral restroom': True}]}",[],https://www.google.com/maps/search/?api=1&query=Dilling%20Heating%2C%20Cooling%2C%20Plumbing%20%26%20Electrical&query_place_id=ChIJWyTCMwPoVogR0soLjkIGbJ8,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,6,False,https://lh3.googleusercontent.com/p/AF1QipPnztxXvWKkG4Br0jCNp233BjoCrp23yLZ10f-X=w408-h338-k-no,/g/1tqyg6dz,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191009,,,,,,
One Hour Heating & Air Conditioning of Charlotte,,HVAC contractor,"3030 Whitehall Park Dr Suite #1, Charlotte, NC 28273",Olde Whitehall,3030 Whitehall Park Dr Suite #1,Charlotte,28273,North Carolina,US,https://dependaworthyonehour.com/?utm_source=GBP&utm_medium=organic&utm_campaign=gbp_charlotte,(704) 703-4220,+17047034220,False,"{'lat': 35.147581, 'lng': -80.9429775}",4.8,False,False,ChIJKZkLlVwhVIgRr3x86La3154,"['HVAC contractor', 'Air conditioning contractor', 'Furnace repair service', 'Heating contractor', 'Air conditioning repair service']",0x8854215c950b9929:0x9ed7b7b6e87c7caf,11445818974197808303,5949.0,260.0,[],2026-03-02T07:56:39.670Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}, {'English': True}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}, {'Wheelchair accessible restroom': True}, {'Wheelchair accessible seating': True}, {'Assistive hearing loop': False}], 'Offerings': [{'Repair services': True}], 'Amenities': [{'Gender-neutral restroom': True}], 'Planning': [{'Appointment required': True}], 'Payments': [{'Credit cards': True}, {'Credit cards': True}]}",[],https://www.google.com/maps/search/?api=1&query=One%20Hour%20Heating%20%26%20Air%20Conditioning%20of%20Charlotte&query_place_id=ChIJKZkLlVwhVIgRr3x86La3154,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,7,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFf3IcvMfTsAL3zTNUYJJUWqxPbQ__6-3_f16dmuHRAMnr_Se1dX-VTwpBxP0Nvs3ijhTneBJtdfK4edaaEnjWkHoIG8VBcBEFdpf3XIiBIUyTbdln6RQoXiNoGP_SsY6I3bTiVA=w408-h408-k-no,/g/1ttphlq2,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191011,,,,,,
HL Bowman Inc Plumbing Heating & AC,,HVAC contractor,"9771 Southern Pine Blvd suite f, Charlotte, NC 28273",Yorkmount,9771 Southern Pine Blvd suite f,Charlotte,28273,North Carolina,US,https://hlbowman.com/locations/charlotte-nc/?utm_source=charlotte+google+business+listing&utm_medium=organic&utm_campaign=website+click,(704) 243-5308,+17042435308,False,"{'lat': 35.1301508, 'lng': -80.9160883}",4.8,False,False,ChIJTWDVBCwlVIgRs4SD2dSDob4,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Air conditioning store', 'Appliance repair service', 'Electrician', 'Furnace repair service', 'Furnace store', 'Heating contractor', 'Plumber']",0x8854252c04d5604d:0xbea183d4d98384b3,13736405288662303923,878.0,57.0,[],2026-03-02T07:56:39.670Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}], 'Accessibility': [{'Wheelchair accessible parking lot': True}], 'Offerings': [{'Installation service': True}, {'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=HL%20Bowman%20Inc%20Plumbing%20Heating%20%26%20AC&query_place_id=ChIJTWDVBCwlVIgRs4SD2dSDob4,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,8,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercUdzyLPU1ZYBSbgZ1-bxMFMGGwAdXVxU1KPMpBrtru73nxjHqqr-LMJD-b3JiRKRGd8eZI0-X1JrPDclTH-9Yafw9NXCK6-iPEEibsW6x2f9hp5BqOmBpF_Hm_wWPTUpGRms=w408-h306-k-no,/g/1tjh0246,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191012,,"{'Access': [{'day': 'Monday', 'hours': '7\u202fAM–4:30\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM–4:30\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM–4:30\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM–4:30\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM–4:30\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]}",,,,
Michael & Son Services,,HVAC contractor,"140 Dupree St, Charlotte, NC 28208",Lakewood,140 Dupree St,Charlotte,28208,North Carolina,US,https://www.michaelandson.com/charlotte?utm_source=%20GMBlistingCharlotte&utm_medium=referral,(704) 444-0562,+17044440562,False,"{'lat': 35.2594019, 'lng': -80.8813398}",4.7,False,False,ChIJtxrsTz6fVogR_q_VYKjDzhQ,"['HVAC contractor', 'Air conditioning contractor', 'Contractor', 'Drainage service', 'Electrician', 'Fire damage restoration service', 'Heating contractor', 'Lighting store', 'Plumber']",0x88569f3e4fec1ab7:0x14cec3a860d5affe,1499350853907492862,4098.0,91.0,[],2026-03-02T07:56:39.670Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Onsite services': True}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}], 'Offerings': [{'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Michael%20%26%20Son%20Services&query_place_id=ChIJtxrsTz6fVogR_q_VYKjDzhQ,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,9,False,https://lh3.googleusercontent.com/p/AF1QipMFdozfO57X8kraTvJr3D1o74WAxppZ07WeqKum=w408-h306-k-no,/g/1pp2wycql,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191014,,,,,,
"Alpha One Heating & Air Conditioning, LLC",,HVAC contractor,"Charlotte, NC 28214",Harwood Lane,,Charlotte,28214,North Carolina,US,http://www.alphaonecomfort.com/,(704) 219-5530,+17042195530,False,"{'lat': 35.3032248, 'lng': -80.983931}",5.0,False,False,ChIJHRzKLbenVogR9kI9Mq1kSDU,['HVAC contractor'],0x8856a7b72dca1c1d:0x354864ad323d42f6,3839429377368343286,141.0,46.0,[],2026-03-02T07:56:39.670Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 6\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 6\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 6\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 6\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 6\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'From the business': [{'Identifies as veteran-owned': True}], 'Service options': [{'Online estimates': False}, {'Onsite services': False}], 'Offerings': [{'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Alpha%20One%20Heating%20%26%20Air%20Conditioning%2C%20LLC&query_place_id=ChIJHRzKLbenVogR9kI9Mq1kSDU,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,10,False,https://lh3.googleusercontent.com/p/AF1QipMXau3KYY-SfoQ7312wdw9hFyrzkX1kc1TJ5uNK=w408-h408-k-no,/g/11r3_j9fpr,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191015,,,,,,
Komfort Air Service Experts,,HVAC contractor,"8107 Arrowridge Blvd Suite Q, Charlotte, NC 28273",,8107 Arrowridge Blvd Suite Q,Charlotte,28273,North Carolina,US,https://www.serviceexperts.com/charlotte-nc?&utm_campaign=listing&utm_medium=organic_search&utm_source=gmb&utm_content=brand,(704) 610-2290,+17046102290,False,"{'lat': 35.1329067, 'lng': -80.9087621}",4.8,False,False,ChIJJUpo9OSbVogRxsfuG3DHhvU,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Air conditioning system supplier', 'Furnace repair service', 'Heating contractor', 'Heating equipment supplier', 'Plumber']",0x88569be4f4684a25:0xf586c7701beec7c6,17692047470490470342,1459.0,25.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'English': True}], 'Offerings': [{'Installation service': True}, {'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Komfort%20Air%20Service%20Experts&query_place_id=ChIJJUpo9OSbVogRxsfuG3DHhvU,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,11,False,https://lh3.googleusercontent.com/p/AF1QipMv53Zh_3A7iecQrkepnpsHuhSMHXnmOVf1SDwZ=w408-h272-k-no,/g/11fhyqszms,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191017,,,,,,
Morris-Jenkins,,HVAC contractor,"13725 S Ridge Dr, Charlotte, NC 28273",Yorkshire,13725 S Ridge Dr,Charlotte,28273,North Carolina,US,https://morrisjenkins.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(704) 357-0484,+17043570484,False,"{'lat': 35.1089495, 'lng': -80.9598217}",4.9,False,False,ChIJ9SNcKhmZVogR-jo1XiLjyyw,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Contractor', 'Electrician', 'Furnace repair service', 'Heating contractor', 'Heating equipment supplier', 'Hot water system supplier', 'Plumber']",0x885699192a5c23f5:0x2ccbe3225e353afa,3227923294690032378,33650.0,557.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'From the business': [{'Identifies as veteran-owned': True}], 'Service options': [{'Heat pump installation recognized by the US Dept. of Energy': True}, {'Onsite services': True}, {'Online estimates': False}], 'Offerings': [{'Installation service': True}, {'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Morris-Jenkins&query_place_id=ChIJ9SNcKhmZVogR-jo1XiLjyyw,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,12,False,https://lh3.googleusercontent.com/p/AF1QipPp4BlVnkQTp4Z-B9YbON5LU6e7o6f997y1jArq=w408-h272-k-no,/g/1tfq5c4g,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191018,,,,,,
Call Dad,,HVAC contractor,"4400 Stuart Andrew Blvd, Charlotte, NC 28217",Clanton Park/Roseland,4400 Stuart Andrew Blvd,Charlotte,28217,North Carolina,US,https://www.calldad.com/locations/charlotte-north-carolina?utm_source=Google&utm_medium=GMB&utm_campaign=Charlotte-Google-My-Business,(704) 228-1643,+17042281643,False,"{'lat': 35.1889756, 'lng': -80.8902277}",4.8,False,False,ChIJ8ztszS-fVogRfR7Aj8z-vXs,"['HVAC contractor', 'Air conditioning contractor', 'Heating contractor']",0x88569f2fcd6c3bf3:0x7bbdfecc8fc01e7d,8916562991801966205,1515.0,153.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Heat pump installation recognized by the US Dept. of Energy': True}, {'Online estimates': False}, {'Onsite services': False}], 'Offerings': [{'Installation service': True}, {'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Call%20Dad&query_place_id=ChIJ8ztszS-fVogRfR7Aj8z-vXs,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,14,False,https://lh3.googleusercontent.com/p/AF1QipM-eEogiX2FQFpssFoQaTE1KrSFhaxvQqEe5pvX=w426-h240-k-no,/g/11f11csr5w,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191019,,,,,,
Patterson Heating and Air Conditioning,,HVAC contractor,"3922 Greensboro St, Charlotte, NC 28206",Sugar Creek,3922 Greensboro St,Charlotte,28206,North Carolina,US,https://gopatterson.com/,(704) 375-5591,+17043755591,False,"{'lat': 35.2537022, 'lng': -80.796379}",4.7,False,False,ChIJrTib1M0fVIgRe8Hh00TkHWk,"['HVAC contractor', 'Heating contractor', 'Air conditioning contractor']",0x88541fcdd49b38ad:0x691de444d3e1c17b,7574461132570739067,436.0,88.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': False}], 'Offerings': [{'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Patterson%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJrTib1M0fVIgRe8Hh00TkHWk,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,15,False,https://lh3.googleusercontent.com/p/AF1QipPZJBCh69Wu9dY1AHeiv1HiFg4HmmRsRidYUR_z=w429-h240-k-no,/g/1tr9p3p6,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191020,,,,,,
"Exact Temp Heating & Cooling, Inc",,HVAC contractor,"8421 Old Statesville Rd #13, Charlotte, NC 28269",Henderson Circle,8421 Old Statesville Rd #13,Charlotte,28269,North Carolina,US,http://exacttemphvac.com/,(704) 537-7206,+17045377206,False,"{'lat': 35.3372083, 'lng': -80.8257548}",4.9,False,False,ChIJ--Z3vuQdVIgRigeSoKAhtxo,"['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Furnace repair service', 'Heating contractor', 'Heating equipment supplier']",0x88541de4be77e6fb:0x1ab721a0a092078a,1925044339496585098,339.0,26.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}], 'Accessibility': [{'Wheelchair accessible parking lot': True}, {'Wheelchair accessible restroom': True}, {'Wheelchair accessible seating': True}, {'Assistive hearing loop': False}, {'Wheelchair accessible entrance': False}], 'Offerings': [{'Installation service': True}, {'Repair services': True}], 'Amenities': [{'Gender-neutral restroom': True}], 'Crowd': [{'LGBTQ+ friendly': True}], 'Parking': [{'Free parking lot': True}, {'Free street parking': True}, {'On-site parking': True}]}",[],https://www.google.com/maps/search/?api=1&query=Exact%20Temp%20Heating%20%26%20Cooling%2C%20Inc&query_place_id=ChIJ--Z3vuQdVIgRigeSoKAhtxo,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,16,False,https://lh3.googleusercontent.com/p/AF1QipOo3kX1lPFapuk3ptLAK11g5eU_xCktyIY7qymN=w408-h544-k-no,/g/11cmrwmdm2,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191021,,,,,,
Charlotte Mechanical,,HVAC contractor,"10440 John Price Rd D, Charlotte, NC 28273",,10440 John Price Rd D,Charlotte,28273,North Carolina,US,https://www.charlottemechanical.com/,(704) 688-9300,+17046889300,False,"{'lat': 35.1248766, 'lng': -80.955902}",4.8,False,False,ChIJJUCunx2ZVogRfj4VL37dlVM,"['HVAC contractor', 'Air conditioning contractor', 'Furnace repair service', 'Heating contractor', 'Air conditioning repair service', 'Plumber']",0x8856991d9fae4025:0x5395dd7e2f153e7e,6022963610703445630,497.0,45.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}], 'Offerings': [{'Repair services': True}], 'Planning': [{'Appointment required': True}], 'Payments': [{'Credit cards': True}, {'Credit cards': True}]}",[],https://www.google.com/maps/search/?api=1&query=Charlotte%20Mechanical&query_place_id=ChIJJUCunx2ZVogRfj4VL37dlVM,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,17,False,https://lh3.googleusercontent.com/p/AF1QipMWyBPoroXPXF5qJ-a9UWFXiPzH10tymWIe3e3w=w408-h272-k-no,/g/1tdl2887,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191022,,,,,,
"Charlotte Comfort Systems, Inc.",,Air conditioning contractor,"3125 Tuckaseegee Rd, Charlotte, NC 28208",Enderly Park,3125 Tuckaseegee Rd,Charlotte,28208,North Carolina,US,https://charlottecomfortsystems.com/,(704) 366-1661,+17043661661,False,"{'lat': 35.2429215, 'lng': -80.8805395}",4.8,False,False,ChIJdT71NuuhVogR29-E0DLOgqs,"['Air conditioning contractor', 'Heating contractor', 'Gas installation service', 'Heating equipment supplier']",0x8856a1eb36f53e75:0xab82ce32d084dfdb,12358667045100117979,369.0,11.0,[],2026-03-02T07:56:39.671Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Saturday', 'hours': '8\u202fAM to 10\u202fPM'}, {'day': 'Sunday', 'hours': '8\u202fAM to 10\u202fPM'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}], 'Offerings': [{'Repair services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Charlotte%20Comfort%20Systems%2C%20Inc.&query_place_id=ChIJdT71NuuhVogR29-E0DLOgqs,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.302036699999995,-81.00119685523634,18z?hl=en","HVAC contractor near Charlotte, NC",en,19,False,https://lh3.googleusercontent.com/p/AF1QipORKE94mRcamJBQeCcbPDqhme965hILBestpmhK=w408-h544-k-no,/g/1tgzc19p,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191023,,,,,,
"Travis Crawford Heating, Cooling, Plumbing & Electrical",,HVAC contractor,"7706 Pence Rd, Charlotte, NC 28215",Hickory Ridge,7706 Pence Rd,Charlotte,28215,North Carolina,US,https://traviscrawfordhvac.com/?utm_source=GBP&utm_medium=organic&utm_campaign=HCBS_GBP,(704) 251-4883,+17042514883,False,"{'lat': 35.2217283, 'lng': -80.702361}",4.9,False,False,ChIJlXX4ve2gVogRBX5WAsDVL8U,"['HVAC contractor', 'Air conditioning contractor', 'Contractor', 'Electrician', 'Heating contractor', 'Plumber']",0x8856a0edbdf87595:0xc52fd5c002567e05,14208810370026864133,2243.0,77.0,[],2026-03-02T07:56:40.069Z,,[],"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': True}], 'Offerings': [{'Repair services': True}], 'Payments': [{'Credit cards': True}, {'NFC mobile payments': True}]}",[],https://www.google.com/maps/search/?api=1&query=Travis%20Crawford%20Heating%2C%20Cooling%2C%20Plumbing%20%26%20Electrical&query_place_id=ChIJlXX4ve2gVogRBX5WAsDVL8U,"https://www.google.com/maps/search/HVAC%20contractor%20near%20Charlotte,%20NC/@35.261417982049494,-80.68545081254882,13z?hl=en","HVAC contractor near Charlotte, NC",en,1,False,https://lh3.googleusercontent.com/p/AF1QipOzQMIuUDFUEzeOjwTytlOC8guvzu3ZyJRscobi=w408-h313-k-no,/g/113dxtcm6,HVAC contractor,"Charlotte, NC",4,2026-03-02T01:56:55.191024,,,,,,
